NPC显示类型	战斗站立	警戒站立	普通站立	行走	奔跑	被击	格档	闪避	击退	击倒	死亡	爬起	攻击1	攻击2	暴击
师门秘室少林俗家守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林禅宗高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林武僧高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室唐门高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋佛家高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室峨嵋俗家高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮净衣高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室丐帮污衣高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当道家高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室武当俗家高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门枪骑高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室杨门弓骑高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒邪侠高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师守卫9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室五毒蛊师高手9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
龙门酒席大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
龙门酒席小	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣火台	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
火炬台	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
盛世火炬台	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中心灯笼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
幸运灯笼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
飞燕仙子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
带蜡烛烛台小	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
无蜡烛烛台	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
新玫瑰花小	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
新玫瑰花大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
貂4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
灰貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
七彩貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫短尾貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
灰短尾貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金短尾貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红短尾貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白短尾貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
七彩短尾貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫闪电貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
灰闪电貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金闪电貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红闪电貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白闪电貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
七彩闪电貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫仙貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
灰仙貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金仙貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红仙貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白仙貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
七彩仙貂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
桃花树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
柴凰儿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
周子雯	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
胡曼成	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
刘青眉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
何谐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
巧巧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
柴风儿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天元法阵石柱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
司行方	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
邓元觉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室昆仑守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室昆仑高手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室明教圣战守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室明教圣战高手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室明教阵兵守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室明教阵兵高手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室明教血人守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室明教血人高手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
翠烟师门杂兵1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
木阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
水阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
火阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
土阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
南宫晚晚	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
南宫紫娟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
七色童子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
山熊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
雪猿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
九霞散人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
义侠耿云飞	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
