Tªn thùc vËt	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	§ãi	Tuæi thä	§éc	HuyÕt	Linh	Ma	§éc hiÖn t¹i	M¸u hiÖn t¹i	Linh hiÖn t¹i	Ma hiÖn t¹i	N¨ng lùc cao nhÊt cña Cæ mÉu
Gi¸ng Long Ngäc Béi	0	102	1183	6000	1500	-1,4	-1,4	-1,4	-1,4					
Gi¸ng Long Ngäc Béi	0	102	1184	6000	1500	-1,4	-1,4	-1,4	-1,4					
Phong Ma Ngäc Béi	0	102	1281	6000	1500	-1,4	-1,4	-1,4	-1,4					
Phong Ma Ngäc Béi	0	102	1282	6000	1500	-1,4	-1,4	-1,4	-1,4					
Phong Ma Ngäc Béi	0	102	1283	6000	1500	-1,4	-1,4	-1,4	-1,4					
Phong Ma Ngäc Béi	0	102	1284	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ch©n Vò Ngäc Béi	0	102	1481	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ch©n Vò Ngäc Béi	0	102	1482	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ch©n Vò Ngäc Béi	0	102	1483	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ch©n Vò Ngäc Béi	0	102	1484	6000	1500	-1,4	-1,4	-1,4	-1,4					
NhÊt D­¬ng Ngäc Béi	0	102	1581	6000	1500	-1,4	-1,4	-1,4	-1,4					
NhÊt D­¬ng Ngäc Béi	0	102	1582	6000	1500	-1,4	-1,4	-1,4	-1,4					
NhÊt D­¬ng Ngäc Béi	0	102	1583	6000	1500	-1,4	-1,4	-1,4	-1,4					
NhÊt D­¬ng Ngäc Béi	0	102	1584	6000	1500	-1,4	-1,4	-1,4	-1,4					
Xa Kþ To¸i Ngäc Béi	0	102	1781	6000	1500	-1,4	-1,4	-1,4	-1,4					
Xa Kþ To¸i Ngäc Béi	0	102	1782	6000	1500	-1,4	-1,4	-1,4	-1,4					
Xa Kþ To¸i Ngäc Béi	0	102	1783	6000	1500	-1,4	-1,4	-1,4	-1,4					
Xa Kþ To¸i Ngäc Béi	0	102	1784	6000	1500	-1,4	-1,4	-1,4	-1,4					
D­¬ng To¸i Béi	0	102	1881	6000	1500	-1,4	-1,4	-1,4	-1,4					
D­¬ng To¸i Béi	0	102	1882	6000	1500	-1,4	-1,4	-1,4	-1,4					
D­¬ng To¸i Béi	0	102	1883	6000	1500	-1,4	-1,4	-1,4	-1,4					
D­¬ng To¸i Béi	0	102	1884	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ba ®Ëu	1	2	8	1200										
Tµng Hång Hoa	1	2	1	1400										
C¸t C¸nh	1	2	2	1600										
Hoµng liªn	1	2	3	1800										
X¸c ve	1	2	9	2000										
§iÒn thÊt	1	2	10	2200										
Xuyªn s¬n gi¸p	1	2	11	2400										
X¹ h­¬ng	1	2	4	2600										
MËt gÊu	1	2	6	2800										
Nh©n s©m	1	2	5	3000										
Ngäc Linh chi	1	2	7	3500										
TuyÕt liªn tö	1	2	12	4000										
ThÞt Thá	1	3	1	1000										
ThÞt Gµ	1	3	2	1000										
L« ng­	1	3	3	1000										
Tay GÊu	1	3	4	2000										
Hång Cao L­¬ng	1	3	5	1000										
Kim Thùc §¹o	1	3	6	1000										
Men r­îu	1	3	7	1000										
Gia vÞ	1	3	8	1000										
Quang Th«ng Ma	1	3	9	1200										
Méc nhÜ	1	3	19	1300										
Khuynh ly ®Ëu	1	3	10	1400										
Th¹ch khuÈn	1	3	20	1500										
NhiÔu minh ®Ëu	1	3	11	1600										
M¨ng	1	3	21	1800										
Dung tr¹ch cèc	1	3	12	2000										
Hå tiªu	1	3	22	2200										
MÝa	1	3	13	2400										
Diªn Tinh m¹ch	1	3	14	2600										
ThuÇn hßa m¹ch	1	3	15	2800										
Du long tóc	1	3	16	3000										
Phông Qu¸n Tóc	1	3	17	3500										
Dao Chi Tóc	1	3	18	4000										
B¸nh Ng«	1	1	1	2000										
C¬m n¾m	1	1	2	1000		-4,1	-4,1	-4,1	-4,1					
Mµn thÇu	1	1	3	2000		-4,1	-4,1	-4,1	-4,1					
B¸nh xÕp	1	1	4	3000		-3,1	-3,1	-3,1	-3,1					
B¸nh bao thÞt	1	1	6	4000		-3,1	-3,1	-3,1	-3,1					
M¨ng xµo	1	1	8	1000		-4,1	-4,1	-4,1	-4,1					
Tø Quý ®Ëu	1	1	7	2000		-4,1	-4,1	-4,1	-4,1					
§Ëu xµo	1	1	5	3000		-3,1	-3,1	-3,1	-3,1					
C¶i xµo tái	1	1	9	4000		-3,1	-3,1	-3,1	-3,1					
Thiªu §ao Tö	1	1	10	1000		-4,1	-4,1	-4,1	-4,1					
N÷ Nhi Hång	1	1	11	2000		-4,1	-4,1	-4,1	-4,1					
§¹o Hoa H­¬ng	1	1	12	3000		-3,1	-3,1	-3,1	-3,1					
Tóy Méng Töu	1	1	13	4000		-3,1	-3,1	-3,1	-3,1					
B¨ng	1	0	1	1000										
Kim S¸ng T¸n	1	0	2	500		-3,1	-3,1	-3	-3					
ChØ HuyÕt T¸n	1	0	3	1000		-3,1	-3,1	-2	-2					
B¹ch V©n t¸n	1	0	4	1500		-2,1	-2,1	-1	-1					
Thiªn H­¬ng CÈm Tôc	1	0	5	2000		-2,1	-2,1	0	0					
H¾c Ngäc §o¹n Tôc Cao	1	0	6	2500		-1,1	-1,1	0	0					
TiÓu Hoµn ®¬n	1	0	7	500		-3	-3,1	-3,1	-3					
Hoµn D­¬ng ®¬n	1	0	8	1000		-2	-3,1	-3,1	-2					
§¹i Hoµn ®¬n	1	0	9	1500		-1	-2,1	-2,1	-1					
NhÊt Nguyªn Phôc Thñy §¬n	1	0	10	2000		0	-2,1	-2,1	0					
V¹n VËt Quy Nguyªn §¬n	1	0	11	2500		0	-1,1	-1,1	0					
Thanh T©m t¸n	1	0	12	500		-3	-3	-3,1	-3,1					
Ých KhÝ t¸n	1	0	13	1000		-2	-2	-3,1	-3,1					
Ngäc Linh t¸n	1	0	14	1500		-1	-1	-2,1	-2,1					
Ngò Hoa Ngäc Lé Hoµn	1	0	15	2000		0	0	-2,1	-2,1					
Sinh Sinh Hãa T¸n	1	0	16	2500		0	0	-1,1	-1,1					
B¹ch NhËt ®¬n	1	0	17	500		-3,1	-3	-3	-3,1					
Toµn Sinh ®¬n	1	0	18	1000		-3,1	-2	-2	-3,1					
Chiªu Hån ®¬n	1	0	19	1500		-2,1	-1	-1	-2,1					
Ng­ DÞch §¬n	1	0	20	2000		-2,1	0	0	-2,1					
B«n Tinh NguyÖt §¬n	1	0	21	2500		-1,1	0	0	-1,1					
Ých D­¬ng t¸n	1	0	22	500		-3,1	-3	-3,1	-3					
Thiªn Kim t¸n	1	0	23	1000		-3,1	-2	-3,1	-2					
Bæ Thiªn t¸n	1	0	24	1500		-2,1	-1	-2,1	-1					
ThÊt Trïng ThÊt Hoa T¸n	1	0	25	2000		-2,1	0	-2,1	0					
§¹i NhËt D­¬ng T¸n	1	0	26	2500		-1,1	0	-1,1	0					
Gi¶i §éc ®¬n	1	0	27	500		-3	-3,1	-3,1	-3					
ChØ Thñy ®¬n	1	0	28	1000		-2	-3,1	-3,1	-2					
Bµi V©n ®¬n	1	0	29	1500		-1	-2,1	-2,1	-1					
Cµn Nguyªn ChÝnh KhÝ §¬n	1	0	30	2000		0	-2,1	-2,1	0					
Thiªn V­¬ng Bæ T©m §¬n	1	0	31	2500		0	-1,1	-1,1	0					
Cöu chuyÓn håi hån ®¬n	1	0	32	10000	500	-1,1	-1,1	-1,1	-1,1					
Sñi c¶o thÞt heo	1	0	33	4000										
Sñi c¶o thÞt bß	1	0	34	4000										
Sñi c¶o t«m	1	0	35	4000										
C¬m chiªn trøng	1	1	14	5000		-2,1	-2,1	-2,1	-2,1					
B¸nh Bét vµng	1	1	15	6000		-2,1	-2,1	-2,1	-2,1					
L¹c Mai	1	1	16	5000		-2,1	-2,1	-2,1	-2,1					
Minh NguyÖt D¹	1	1	17	6000		-1,1	-1,1	-1,1	-1,1					
Méc Lan Xu©n	1	1	18	5000		-1,1	-1,1	-1,1	-1,1					
T©y B¾c Väng	1	1	19	6000		-1,1	-1,1	-1,1	-1,1					
§éc Long Sa	2	1	344	500						3	-1	-1	-1	
HuyÕt H¶i §­êng	2	1	345	500						-1	3	-1	-1	
Khæng T­íc §¶m	2	1	346	500						-1	-1	3	-1	
Thùc Tinh Th¶o	2	1	347	500						-1	-1	-1	3	
Diªm Ba	2	1	348	1000	2000									150
Tö Thanh Cao	2	1	349	1000	2000									200
Long Diªn T¸n	2	1	350	1000	2000									250
ThÊt Th¸i Linh Chi	2	1	351	1000	2000									300
Thiªn Tiªn Ngäc Lé	2	1	352	1000	2000									350
V¹n §éc §¬n	2	1	353	1000	2000									
DiÖn Sa	2	1	1400	600		-1	-1	1	-1					
R­îu T©y Phông	2	1	1401	700		-1	1	-1	-1					
Ph­¬ng táa	2	1	1402	700		-1	-1	-1	1					
§­êng tam th¸i	2	1	1403	800		2	-2	-2	-2					
Da Háa Hå	2	1	1404	900		-1	-1	2	0					
Ng©n ch©m	2	1	1405	800		-2	2	-2	-2					
Khãi mª	2	1	1406	800		2	-2	-2	-2					
Thanh Long V¨n KÝnh	2	1	1407	900		-1	-2	-1	2					
B¹ch Hæ v¨n kÝnh	2	1	1408	900		-2	-1	2	-1					
L­¬ng kh«	2	1	1409	900		-2	2	-2	-2					
Ma phÝ t¸n	2	1	1410	900		2	-2	-2	-2					
NhËt quü	2	1	1411	900		-1	-1	-1	2					
LiÖt n÷ ca	2	1	1412	600		-1	-1	1	-1					
Yªn th­¬ng	2	1	1413	700		1	-1	-1	-1					
R­îu hå l«	2	1	1414	700		-1	1	-1	-1					
Ngò th¹ch t¸n	2	1	1415	800		2	-2	-2	-2					
Ly Trïng L©n PhiÕn	2	1	1416	900		-1	-1	2	0					
Xóc x¾c	2	1	1417	800		-2	-2	-2	2					
C©y nÕn	2	1	1418	900		-2	-2	2	-2					
HuyÒn Vâ v¨n kÝnh	2	1	1419	900		-1	2	-1	-2					
Chu T­íc v¨n kÝnh	2	1	1420	900		2	-1	-2	-1					
LÖnh bµi dòng sÜ	2	1	1421	900		-2	2	-2	0					
RÔ c©y ngµn n¨m	2	1	1422	900		-1	-1	2	0					
Nghiªn mùc	2	1	1423	900		-1	-1	2	-1					
MÆc Ngäc To¸n Bµn	2	1	1424	100		-1	-1	-1	0					
§µo Méc KiÕm	2	1	1425	100		-2	-2	1	-1					
Cæ D­¬ng Thó Gi¸c	2	1	1426	100		-1	-1	-2	2					
Th¸i Héi Nª Nh©n	2	1	1427	100		-1	-1	-1	-1					
L­ h­¬ng	2	1	1428	100		-1	-2	-2	-1					
Lam §iÒn Ngäc	2	1	1429	100		-1	1	-1	-1					
Chiªu Hån Phan	2	1	1430	100		-2	-2	-2	2					
Ngäc Tr­ Long	2	1	1431	100		0	2	-2	0					
ThiÕt Qu¶i Tr­îng	2	1	1432	100		2	-2	-2	-2					
Ma §ao th¹ch	2	1	1433	100		-1	1	-1	-1					
D­îc V­¬ng Thñ C¶o	2	1	1434	100		0	1	-1	-1					
Ngò Hµnh LÖnh Kú	2	1	1435	100		0	-1	1	0					
Ng­ng Thñy Kú Tinh	2	1	1436	100		-1	0	2	-1					
§ång tèng	2	1	1118	100		-1	-1	-1	-1					
Bµnh Ýt Hµm Thñy	2	1	1119	100		-1	-1	-1	-1					
Ých TrÝ Tèng	2	1	1120	200		-1	-1	-1	-1					
B¸nh Ýt §Ëu ®á	2	1	1121	200		-1	-1	-1	-1					
b¸nh Ýt g¹o tr¾ng	2	1	1122	200		-1	-1	-1	-1					
B¸nh Ýt Ng·i h­¬ng	2	1	1123	1000		-1	-1	2	-1					
b¸nh Ýt ch©n gµ	2	1	1124	1000		-1	2	-1	-1					
b¸nh Ýt B¸c B¶o	2	1	1125	1500		2	-1	-1	-1					
b¸nh Ýt vui vÎ	2	1	1126	2000		-1	-1	-1	2					
b¸nh Ýt may m¾n	2	1	1127	3000		1	1	1	1					
b¸nh Ýt th¹ch anh	2	1	1128	5000	1000	10	10	10	10					
Tóc MÔ	2	1	1129	100		-1	-1	-1	-1					
L¸ gãi b¸nh	2	1	1130	100		-1	-1	-1	-1					
Tróc ®ång	2	1	1131	100		-1	-1	-1	-1					
Hµm Thñy	2	1	1132	100		-1	-1	-1	-1					
Ých TrÝ Nh©n	2	1	1133	100		-1	-1	-1	-1					
§Ëu ®á	2	1	1134	100		-1	-1	-1	-1					
g¹o tr¾ng	2	1	1135	100		-1	-1	-1	-1					
Ng·i diÖp	2	1	1136	100		-1	-1	-1	-1					
§ïi n­íng	2	1	1137	100		-1	-1	-1	-1					
Tóc tö	2	1	1138	100		-1	-1	-1	-1					
Thiªn Nguyªn Th¹ch (H¹)	2	1	2003	100		-2	-2	-2	-2					
Thiªn Nguyªn Th¹ch (Trung)	2	1	2004	200		-1	-1	-1	-1					
Thiªn Nguyªn Th¹ch (Th­îng)	2	1	2005	300		-1	0	2	-1					
§Þa Nguyªn Th¹ch (H¹)	2	1	2006	100		-2	-2	-2	-2					
§Þa Nguyªn Th¹ch (Trung)	2	1	2007	200		-1	-1	-1	-1					
§Þa Nguyªn Th¹ch (Th­îng)	2	1	2008	300		-1	2	-1	0					
Nh©n Nguyªn Th¹ch (H¹)	2	1	2009	100		-2	-2	-2	-2					
Nh©n Nguyªn Th¹ch (Trung)	2	1	2010	200		-1	-1	-1	-1					
Nh©n Nguyªn Th¹ch (Th­îng)	2	1	2011	300		2	-1	-1	0					
V¹n NhÉn ch­a gi¸m ®Þnh	2	1	375	1200		-2	-2	-2	5					
Háa Tinh ch­a gi¸m ®Þnh	2	1	376	1200		-2	-2	-2	5					
LiÖt DiÖm ch­a gi¸m ®Þnh	2	1	377	1200		-2	-2	-2	5					
M·n Thiªn Hoa Vò ch­a gi¸m ®Þnh	2	1	378	1200		-2	-2	-2	5					
Cæ §Ýnh ch­a gi¸m ®Þnh	2	1	379	1200		-2	-2	-2	5					
Hi Nh©n CÇm ch­a gi¸m ®Þnh	2	1	380	1200		-2	-2	-2	5					
ThÇn Hµnh ch­a gi¸m ®Þnh	2	1	381	1200		-2	-2	-2	5					
A La H¸n Tr­îng ch­a gi¸m ®Þnh	2	1	382	1200		-2	-2	-2	5					
§¹i Hµo L«i Th­¬ng ch­a gi¸m ®Þnh	2	1	383	1200		-2	-2	-2	5					
ThÇn Cung ch­a gi¸m ®Þnh	2	1	384	1200		-2	-2	-2	5					
M·nh Hæ ch­a gi¸m ®Þnh	2	1	385	1200		-2	-2	-2	5					
L¨ng Phong ch­a gi¸m ®Þnh	2	1	386	1200		-2	-2	-2	5					
Th¸i H­ §a MËt Qu¶ 	2	1	387	1000		-1	-1	2	-1					
B¸nh Trung Thu Giang S¬n	2	0	1000	800		-1	1	-1	0					
B¸nh Trung Thu Giang S¬n Mü VÞ 	2	0	1001	800		1	0	-1	-1					
B¸nh Trung Thu ch©n gµ Giang S¬n	2	0	1002	1000		-1	1	0	-1					
B¸nh Trung Thu thÞt mÆn Giang S¬n	2	0	1003	1000		-1	-1	1	0					
B¸nh Trung Thu Kim Hoa Giang S¬n	2	0	1004	1000		0	-1	-1	1					
B¸nh Trung Thu Xoµi Giang S¬n	2	0	1005	1200		-1	-1	1	-1					
B¸nh Trung Thu SÇu Riªng Giang S¬n	2	0	1006	1200		-1	-1	-1	1					
B¸nh Trung Thu Xoµi Giang S¬n	2	0	1007	1200		1	-1	-1	-1					
ThÞnh ThÕ Mai Hµn H­¬ng NguyÖt	2	0	1008	1500		1	0	0	-1					
ThÞnh ThÕ B¹ch Ngäc Song NguyÖt	2	0	1009	1500		-1	1	0	0					
ThÞnh ThÕ Kú H­¬ng Ngò Nh©n NguyÖt	2	0	1010	1500		0	-1	1	0					
ThÞnh ThÕ B¸ch Hoa ThËp CÈm NguyÖt	2	0	1011	1500		0	0	-1	1					
ThÞnh ThÕ ThÊt Tinh B¹n Qu©n NguyÖt	2	0	1012	2000		-2	-2	2	2					
ThÞnh ThÕ H»ng Nga Thñy Tinh NguyÖt	2	0	1013	2000		2	2	-2	-2					
B¸nh trung thu bÞ háng	2	0	1014	500		-1	-1	-1	-1					
B¸nh trung thu khÐt	2	0	1015	500		-1	-1	-1	-1					
§Çu C« L©u	2	1	1178	900		-1	-1	1	-1					
B¹ch cèt phiÕn	2	1	1177	900		-1	1	-1	-1					
