ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID
39	V¨n Thï XuÊt V©n Thèi	<color=Green3> C«ng kİch néi c«ng_trung cÊp	<color=White>Né khİ tiªu hao <color=Red1>2 <color=White>møc.<enter>CÇn ph¸t ®éng <color=Red0>La H¸n QuyÒn <color=White>hoÆc <color=Red0>Ca DiÖp Thèi<enter><color=White>Liªn tôc xuÊt chiªu<enter>Tû lÖ <color=Blue0>20%<color=White>khèng chÕ ®èi ph­¬ng trong <color=Green1>2<color=White> gi©y<enter>Thøc thø 1 <color=Blue1>[=damage_0] ®iÓm<color=White> tÊn c«ng <color=Blue1>[=skill_missle_num] <color=White>lÇn. <enter>Thøc thø 2 <color=Blue1>[=184=damage_0] ®iÓm <enter><color=White>Trong <color=Green1>2 <color=White>gi©y cho phĞp xuÊt chiªu kÕ tiÕp<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ÎÄÊâ³öÔÆÍÈ																												ÎÄÊâ³öÔÆÍÈ.spr	ThiÕu L©m c­íc ph¸p trung cÊp, liªn tôc xuÊt chiªu<enter>Ph¶i ph¸t ®éng La H¸n QuyÒn hoÆc Ca DiÖp Thèi	Gold	Thiªn S¬n Phi §é	<color=White>Lùc tÊn c«ng+ <color=Blue1>50%<enter><color=White>®iÓm huyÖt <color=Blue1>2 <color=White>gi©y			184
40	La H¸n TrËn	<color=Red0> Hç trî	<color=White>Mçi gi©y néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>TrËn ph¸p bİ truyÒn ThiÕu L©m, gióp b¶n th©n vµ ®ång ®éi xung quanh<enter>Ph¶n ®ßn c«ng kİch ngo¹i c«ng <color=Blue1>[=state_0]%<enter><color=White>Tèc ®é di chuyÓn t¨ng <color=Blue1>[=state_1]%<enter><color=White>Tû lÖ ph¸t chiªu thøc thø 1 t¨ng <color=Blue1>[=state_2]%{<enter><color=White>Tû lÖ ph¸t chiªu thøc thø 2 t¨ng <color=Blue1>[=state_3]%}<enter><color=White>T¸i sö dông hñy tr¹ng th¸i hç trî		100			»ÛÑÛÖä													ÉÙÁÖ\014_b(ÂŞººÕó).3e	1														ÂŞººÕó.spr	ThiÕu L©m trËn ph¸p bİ truyÒn, t¨ng cao hiÖu qu¶ chiÕn ®Êu	Gold					
41	§¹i Tu Di Ch­ëng	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Né khİ tiªu hao <color=Red1>2 <color=White>møc <enter>Ph¶i ph¸t ®éng <color=Red0>Vi §µ quyÒn<enter><color=White>Mçi chiªu ®Òu ®¸nh chİ m¹ng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>§èi víi mçi 1% phßng ngù ngo¹i c«ng cña ®èi ph­¬ng th× ch­ëng phong sÏ t¨ng thªm s¸t th­¬ng <color=Blue1>[=damage_1]%<enter><color=White> Trong <color=Green1>2 <color=White>gi©y cho phĞp xuÊt chiªu kÕ tiÕp<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			´óĞëÃÖÕÆ		ÉÙÁÖ\015_a(´óĞëÃÖÕÆ).3e	3														ÉÙÁÖ\´óĞëÃÖÕÆA.wav											´óĞëÃÖÕÆ.spr	ThiÕu L©m quyÒn thuËt cao cÊp, dïng néi khİ ph¸t ®éng<enter>Ph¸ hiÖu qu¶ phßng ngù nh­ng ph¶i ph¸t ®éng Vi §µ QuyÒn tr­íc	Gold	BÊt §éng Nh­ S¬n	<color=White>T¨ng tû lÖ ph¸ hiÖu qu¶ phßng thñ <color=Blue1>1%	Tu Di Giíi Tö	<color=White>T¨ng tû lÖ ph¸ hiÖu qu¶ phßng thñ <color=Blue1>2%	
42	V« ¶nh C­íc	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Né khİ tiªu hao <color=Red1>3 <color=White>møc<enter>CÇn ph¸t ®éng <color=Red0>Vi §µ QuyÒn <color=White>hoÆc <color=Red0>V¨n Thï XuÊt V©n Thèi.<enter><color=White>Liªn tôc xuÊt chiªu<enter>Thøc thø 1 <color=Blue1>[=damage_0] ®iÓm <color=White>tÊn c«ng <color=Blue1>[=skill_missle_num] <color=White>lÇn<enter>Thøc thø 2<color=Blue1>[=188=damage_0] ®iÓm<color=White> tÊn c«ng <color=Blue1>[=188=skill_missle_num] <color=White>lÇn<enter>Thøc 3 <color=Blue1>[=189=damage_0] ®iÓm<enter><color=White>Trong <color=Green1>2 <color=White>gi©y cho phĞp xuÊt chiªu kÕ tiÕp<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ÎŞÓ°½Å		ÉÙÁÖ\´óĞëÃÖÕÆa.3e	1														ÉÙÁÖ\ÎŞÓ°½ÅA.wav											ÎŞÓ°½Å.spr	ThiÕu L©m thèi ph¸p th­îng thõa, dïng néi khİ ph¸t ®éng <enter>chíp nho¸ng ®¸nh b¹i ®èi ph­¬ng nh­ng ph¶i ph¸t ®éng Vi §µ QuyÒn hoÆc V¨n Thï XuÊt V©n Thèi	Gold	NguyÖt ¶nh PhŞ Hµ	<color=White>Lùc tÊn c«ng+ <color=Blue1>60%<enter><color=Blue1>§¸nh lui	Phi ¶nh Nh­ Hoan	<color=White>Lùc tÊn c«ng+ <color=Blue1>90%<enter><color=Blue1>§¸nh ng·	189
43	ThiÕu L©m Long Tr¶o Thñ	<color=Red3> Hç trî c«ng kİch chİnh diÖn (c«ng ph¸p c­êng lùc)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Ph¸t ®éng <color=Blue1>Long Tr¶o Thñ<enter><color=White>Tèc ®é tÊn c«ng t¨ng <color=Blue1>[=192=skill_burst_speed_percent/-1]%<enter><color=White>Lùc tÊn c«ng Long Tr¶o Thñ <color=Blue1>[=192=damage_0] ®iÓm<enter><color=White>Long Tr¶o Thñ tÊn c«ng bá qua phßng ngù néi c«ng ®èi ph­¬ng <color=Blue1>[=state_0]%<enter><color=White>Tèc ®é ®¸nh Long Tr¶o Thñ kh«ng chŞu bÊt cø ¶nh h­ëng nµo<enter>Thêi gian duy tr×<color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>60 <color=White>gi©y<enter><color=Gray>(Ngò Hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ÉÙÁÖÁú×¦ÊÖ		ÉÙÁÖ\017_a(ÉÙÁÖÁú×¦ÊÖ).3e	6		ÉÙÁÖ\017_a(ÉÙÁÖÁú×¦ÊÖ).3e	6	21						ÉÙÁÖ\017_b(ÉÙÁÖÁú×¦ÊÖ).3e	6			ÉÙÁÖ\ÉÙÁÖÁú×¦ÊÖ.wav											ÉÙÁÖÁú×¦ÊÖ.spr	ThiÕu L©m mét trong 72 tuyÖt kü, dïng néi khİ ph¸t ®éng.<enter>Søc ®¸nh nh­ vò b·o	Gold	Kim Long NhiÔu Liªn	<color=White>N©ng lùc ®¸nh <color=Blue1>30%. <enter><color=White>§Şnh th©n <color=Blue1>1 <color=White>gi©y	Phi Long §»ng V©n	<color=White>Lùc ®¸nh t¨ng <color=Blue1>60%. <enter><color=White>§Şnh th©n <color=Blue1>2 <color=White>gi©y	192
44	Nh­ Lai ThÇn Ch­ëng	<color=Gold> Vâ c«ng TrÊn ph¸i	<color=White>S¸t khİ tiªu hao <color=Red1>[=cost_momentum] <color=White>«<enter>PhËt ph¸p v« biªn héi thµnh v« sè ch­ëng phong, quĞt s¹ch kÎ ®Şch tr­íc mÆt<enter>§Çu tiªn <color=Blue1>[=skill_missle_num] <color=White>ch­ëng<enter>Mçi ch­ëng t¹o thµnh s¸t th­¬ng lªn môc tiªu <color=Blue1>[=imme_0]% <color=White><enter>Víi NPC c«ng kİch v­ît møc <color=Blue1>[=damage_0] <color=White>®iÓm<enter>Sau cïng dïng hÕt c«ng lùc thi triÓn <color=Gold>V¹n PhËt TriÒu T«n<enter><color=White>T¹o thµnh s¸t th­¬ng lªn môc tiªu <color=Blue1>[=519=imme_0]% <color=White><enter>Víi NPC c«ng kİch v­ît møc <color=Blue1>[=519=damage_0] <color=White>®iÓm<enter>Trong qu¸ tr× ph¸t ch­ëng thi triÓn lÇn n÷a cã thÓ lËp tøc ph¸t ra V¹n PhËt TriÒu T«n<enter><color=Gray> (Ngò hµnh do vò khİ quyÕt ®Şnh)	<enter>§¹t Ma s¸ng lËp ra ThiÒn T«ng<enter>Kh«ng xao ®éng tr­íc bÊt cø sù vËt g× lµ ThiÒn ®Şnh<enter>ThiÕu l©m §¹t Ma viÖn Èn tµng 72 tuyÖt kü<enter>LÊy niÖm PhËt lµm t«n chØ tu hµnh<enter>LuyÖn vâ lµ ®Ó g©n cèt tr¸ng kiÖn<enter> 	100			:ÈçÀ´ÉñÕÆ_¶¯×÷×éºÏ1ÆğÌø,ÈçÀ´ÉñÕÆ_¶¯×÷×éºÏ1·¢ÕÆ		ÉÙÁÖ\ÈçÀ´ÉñÕÆ_a1.3e	1	-1													ÉÙÁÖ\ÈçÀ´ÉñÕÆA1.wav		ÉÙÁÖ\ÈçÀ´ÉñÕÆA2.wav	-1						10	500	ÈçÀ´Ç§Ò¶ÊÖ.spr	Mét trong 72 tuyÖt kü ThiÕu L©m, Vâ t¨ng trÊn ph¸i <enter>Héi tô v« sè ch­ëng phong bao v©y ®Şch.	Gold	Ma Kha Ca DiÖp		Ma Kha V« L­îng		
519	Nh­ Lai ThÇn Ch­ën (Tö )				100			ÈçÀ´ÉñÕÆ_¶¯×÷×éºÏ2																										10	500								
45	ThiÕu L©m ThiÒn Viªn C«ng	<color=Purple> NhËp m«n	<color=White>Yªu cÇu vò khİ <color=Blue1>ThiÕt tr­îng<enter><color=White>§¶ täa mçi c¸ch 10 gi©y håi phôc néi lùc t¨ng  <color=Blue1>[=state_0] <color=White>®iÓm<enter>§iÓm phßng  ngù néi c«ng t¨ng <color=Blue1>[=state_1] <color=White>®iÓm<enter>Tèc ®é thi triÓn t¨ng <color=Blue1>[=state_7]%<color=Red1>(Lín nhÊt 10%){<enter><color=White>T¨ng tèc ®é håi phôc néi th­¬ng  <color=Blue1>[=state_2]%}<enter><color=Blue1>§iÒu chØnh phßng ngù hÖ ph¸i<enter><color=Blue1>§iÒu tr×nh d­îc hiÖu hÖ ph¸i<enter><color=Gray>(HiÖu qu¶ tèc ®é thi triÓn liªn quan th©n ph¸p)		100																															ÉÙÁÖìøÔ²¹¦.spr	ThiÕu L©m thiÒn t¨ng nhËp m«n t©m ph¸p, gióp håi phôc néi khİ	Gold					
46	Phôc Hæ Khİ C«ng	<color=Green3> C«ng kİch Néi c«ng (thÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm. <enter>Dïng M¶nh Hæ Bµn néi khİ tÊn c«ng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm, <color=White>tÊn c«ng <color=Blue1>[=skill_missle_num]<color=White> lÇn<enter>Cµng xuÊt chiªu gi·n c¸ch ph¸t chiªu cµng t¨ng <enter><color=Gray>(Ngò hµnh Kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		130			·ü»¢Æø¹¦																												·ü»¢Æø¹¦.spr	ThiÕu L©m thiÒn c«ng c¨n b¶n, ®¸nh m¹nh nh­ hæ vå	Gold	La H¸n Phôc Hæ	<color=White>Søc tÊn c«ng <color=Blue1>m¹nh nhÊt			
47	ThiÕu L©m Tu T©m Ph¸p	<color=Purple> Vâ c«ng bŞ ®éng	<color=White>T¨ng hiÖu qu¶ kü n¨ng Tİch tr­îng <color=Blue1>[=state_0]%<enter><color=White>Néi lùc triÖt tiªu s¸t th­¬ng <color=Blue1>[=state_1]%<enter><color=White>1 ®iÓm Néi lùc sÏ triÖt tiªu <color=Blue1>[=state_2/10]<color=White> ®iÓm s¸t th­¬ng		100																															ÉÙÁÖĞŞĞÄ·¨.spr	ThiÕu L©m thiÒn t¨ng t©m ph¸p c¨n b¶n, t¨ng hiÖu qu¶ thiÒn c«ng	Gold					
48	Ngò ChuyÓn ChØ	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>CÇn tiªu hao 1 <color=Red1>Thiªn PhËt Chu<enter><color=White>cã tû lÖ khiÕn thuéc tİnh phßng ngù ®èi ph­¬ng chuyÓn ®æi thµnh <color=Blue1>[=state_0?1:Kim,2:Méc,3:Thñy,4:Háa,5:Thæ]<enter><color=White>Tïy ®èi t­îng <color=Yellow>[=skill_valid_object?138: M×nh hoÆc qu¸i th­êng,206: Qu¸i ¢m]<enter><color=White>Duy tr× <color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter>Gi·n c¸ch xuÊt chiªu <color=Green1>10 <color=White>gi©y		100			Îå×ªÖ¸		ÉÙÁÖ\020_a(Îå×ªÖ¸).3e	1								ÉÙÁÖ\020_a(Îå×ªÖ¸).3e	1					ÉÙÁÖ\Îå×ªÖ¸A.wav		ÉÙÁÖ\Îå×ªÖ¸B.wav	18	ÉÙÁÖ\Îå×ªÖ¸C.wav							Îå×ªÖ¸.spr	ThiÕu L©m thiÒn c«ng s¬ cÊp, chuyÓn ®æi thuéc tİnh ngò hµnh phßng ngù ®èi ph­¬ng	Gold	Khİ Hãa Ngò Hµnh	<color=White>Thêi gian kĞo dµi <color=Blue1>60 <color=White>gi©y			
197	Ngò ChuyÓn ChØ (chiªu)									ÉÙÁÖ\020_a(Îå×ªÖ¸).3e	1								ÉÙÁÖ\020_a(Îå×ªÖ¸).3e	1					ÉÙÁÖ\Îå×ªÖ¸A.wav		ÉÙÁÖ\Îå×ªÖ¸B.wav	18															
49	Ph¸ Ma Chó	<color=Red3> Hç trî phßng thñ phô diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Tiªu hao 1 <color=Red1>Ph¸ Ma Chó<enter><color=White>ChuyÓn ®æi phßng ngù cña <color=Yellow>Yªu ma (thuéc tİnh ©m) <color=White>thµnh <color=Blue1>Kh«ng thuéc tİnh{<enter><color=White>Gi¶m tèc ®é ®èi ph­¬ng <color=Blue1>[=state_2]%}{<enter><color=White>Gi¶m tèc ®é ®¸nh ®èi ph­¬ng <color=Blue1>[=state_3]%}<enter><color=White>KĞo dµi <color=Green1>60 <color=White>gi©y<enter>Gi·n c¸ch xuÊt chiªu <color=Green1>10 <color=White>gi©y		100			ÆÆÄ§Öä		ÉÙÁÖ\021_a(ÆÆÄ§Öä).3e	1								ÉÙÁÖ\021_c(ÆÆÄ§Öä).3e	1					ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav											ÆÆÄ§Öä.spr	ThiÕu L©m thiÒn c«ng s¬ cÊp, hãa gi¶i ma lùc thuéc tİnh ©m	Gold	Kim Chö TrÊn Ma	<color=White>§Şnh th©n <color=Blue1>10 <color=White>gi©y			
198	Ph¸ Ma Chó (chiªu)									ÉÙÁÖ\021_a(ÆÆÄ§Öä).3e	1								ÉÙÁÖ\021_c(ÆÆÄ§Öä).3e	1					ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav																		
50	Kim Cang BÊt Ho¹i	<color=Red3> Hç trî phßng thñ chİnh diÖn (c­êng lùc c«ng ph¸p)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm. <enter>Néi c«ng ¶nh h­ëng phßng ngù t¨ng <color=Blue1>[=state_0]%<enter><color=White>Gi¶m tû lÖ vâ c«ng bŞ ®¸nh g·y <color=Blue1>[=state_1]%<enter><color=White>Duy tr× <color=Green1>180 <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>60 <color=White>gi©y<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			½ğ¸Õ²»»µ		ÉÙÁÖ\022_a(½ğ¸Õ²»»µ).3e	1										ÉÙÁÖ\022_b(½ğ¸Õ²»»µ).3e	1			ÉÙÁÖ\½ğ¸Õ²»»µA.wav		ÉÙÁÖ\½ğ¸Õ²»»µB.wav	27								½ğ¸Õ²»»µ.spr	§éc m«n t©m ph¸p ThiÕu L©m t¨ng nhiÒu phßng thñ néi c«ng	Gold	Khu Ma Tr¸o	<color=White>Phßng thñ néi c«ng t¨ng <color=Blue1>5%			
200	Kim Cang BÊt Ho¹i (chiªu)									ÉÙÁÖ\022_a(½ğ¸Õ²»»µ).3e	1										ÉÙÁÖ\022_b(½ğ¸Õ²»»µ).3e	1			ÉÙÁÖ\½ğ¸Õ²»»µA.wav		ÉÙÁÖ\½ğ¸Õ²»»µB.wav	27															
51	§µ L«i Ph¸	<color=Green3> C«ng kİch néi c«ng_trung cÊp	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm. <enter>Ph¸ Ma Chïy tõ trªn gi¸ng xuèng, hiÖu qu¶ khi ®èi ph­¬ng thuéc hÖ Thñy <enter>Lùc ®¸nh <color=Blue1>[=damage_0] ®iÓm<enter><color=Gray>(Ngò hµnh Thæ)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ÒòÍÓÂŞÀ×Ó¡ÆÆ		ÉÙÁÖ\024_a(ÒòÍÓÂŞÀ×Ó¡ÆÆ).3e	1														ÉÙÁÖ\Îå×ªÖ¸C.wav											ÒòÍÓÂŞÀ×Ó¡ÆÆ.spr	ThiÕu L©m thiÒn c«ng trung cÊp. <enter>HiÖu qu¶ khi ®èi kh¸ng víi thuéc tİnh Thñy	Gold	Ph¹n ¢m L«i Ph¸	<color=White> Trong 2 gi©y <color=Blue1> gi¶m tèc 50%			
52	Cµ Sa Phôc Ma thÇn c«ng	<color=Green3> C«ng kİch néi c«ng_trung cÊp	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter> Néi khİ béc ph¸t ®¸nh th¼ng vµo ®èi ph­¬ng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>§ång thêi <color=Blue1>®Èy lui ®èi ph­¬ng<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>6 <color=White>gi©y<enter><color=Gray>(Ngò hµnh kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ôÂôÄ·üÄ§ÉñÍ¨																	ÉÙÁÖ\ôÂôÄ·üÄ§ÉñÍ¨A.wav		ÉÙÁÖ\ôÂôÄ·üÄ§ÉñÍ¨B.wav	36								ôÂôÄ·üÄ§ÉñÍ¨.spr	ThiÕu L©m thiÒn c«ng trung cÊp, tÊn c«ng theo ®­êng th¼ng	Gold	Tô L·m Cµn Kh«n	<color=White>Lùc tÊn c«ng+ <color=Blue1>30%<enter><color=White>Víi kÎ ®Şch xung quanh sö dông <color=Blue1>200% <color=White> lùc ®¸nh<enter><color=White>§¸nh lui <color=Blue1>kÎ ®Şch xung quanh			
53	V« T­íng ThÇn C«ng	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Tiªu hao 1 <color=Red1>Thiªn PhËt Chu<enter><color=White>TriÖt tiªu s¸t th­¬ng ngo¹i c«ng <color=Blue1>[=state_0] ®iÓm<enter><color=Blue0>[=state_1?50:50% Tû lÖ nĞ tr¸nh,75:75% tû lÖ nĞ tr¸nh,100:MiÔn dŞch ] <color=Blue1>Lµm chËm, ®iÓm huyÖt<enter><color=White>Duy tr× <color=Green1>30 <color=White>gi©y<enter>Gi·n c¸ch xuÊt chiªu <color=Green1>120 <color=White>gi©y<enter><color=Gray>(HiÖu qu¶ liªn quan G©n cèt)		100			ÎŞÏàÉñ¹¦		ÉÙÁÖ\025_a(ÎŞÏàÉñ¹¦).3e	1								ÉÙÁÖ\025_c(ÎŞÏàÉñ¹¦).3e	1					ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav		ÉÙÁÖ\ÎŞÏàÉñ¹¦B.wav	36								ÎŞÏàÉñ¹¦.spr	ThiÕu L©m thiÒn c«ng trung cÊp. <enter>V« hiÖu hãa thuéc tİnh ngò hµnh phßng ngù ®èi ph­¬ng	Gold	V« S¾c V« Kh«ng	<color=White>Gi¶m s¸t th­¬ng ngo¹i c«ng <color=Blue1>2000<enter><color=White>T¨ng phßng thñ ngo¹i c«ng <color=Blue1>5%			
204	V« T­íng ThÇn C«ng (chiªu)									ÉÙÁÖ\025_a(ÎŞÏàÉñ¹¦).3e	1								ÉÙÁÖ\025_c(ÎŞÏàÉñ¹¦).3e	1					ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav		ÉÙÁÖ\ÎŞÏàÉñ¹¦B.wav	36															
54	S­ Tö Hèng	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Dïng néi khİ m¹nh nhÊt ®¸nh lui kÎ ®Şch xung quanh<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter>Cã tû lÖ <color=Blue0>[=state_0p]%<color=White> khiÕn kÎ ®Şch cho¸ng <color=Green1>2 <color=White>gi©y<enter>Gi·n c¸ch xuÊt chiªu <color=Green1>20 <color=White>gi©y<enter><color=Gray>(Ngò hµnh kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			Ê¨×Óºğ		ÉÙÁÖ\026_a(Ê¨×Óºğ).3e	2		ÉÙÁÖ\026_c(Ê¨×Óºğ).3e	0	12				ÉÙÁÖ\026_c(Ê¨×Óºğ).3e	0					ÉÙÁÖ\Ê¨×ÓºğA.wav											Ê¨×Óºğ.spr	ThiÕu L©m thiÒn c«ng th­îng thõa.<enter>®¸nh diÖn réng vµ thªm hiÖu øng cho¸ng	Gold	Uy LÉm QuÇn Ma	<color=White>Cho¸ng <color=Blue1>3 <color=White>gi©y	PhËt ¢m Ph¸ Ma	<color=White>Lùc ®¸nh t¨ng <color=Blue1>500 <color=White>®iÓm<enter><color=White>G©y cho¸ng <color=Blue1>3 <color=White>gi©y	
206	S­ Tö Hèng (chiªu 1)									ÉÙÁÖ\026_a(Ê¨×Óºğ).3e	2		ÉÙÁÖ\026_c(Ê¨×Óºğ).3e	0	12				ÉÙÁÖ\026_c(Ê¨×Óºğ).3e	0																							
207	S­ Tö Hèng (chiªu 2)									ÉÙÁÖ\026_a(Ê¨×Óºğ).3e	2		ÉÙÁÖ\026_c(Ê¨×Óºğ).3e	0	12				ÉÙÁÖ\026_c(Ê¨×Óºğ).3e	0																							
55	BÊt §éng Minh V­¬ng Chó	<color=Red3> Hç trî tÊn c«ng phô diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>CÇn tiªu hao 1 <color=Red1>Ph¸ Ma Chó <enter><color=White>Ph¸t chiªu BÊt §éng MinhV­¬ng<enter><color=White>§èi ph­¬ng b­íc vµo ph¹m vi sÏ bŞ <color=Blue1>®Şnh th©n 1gi©y{<enter><color=White>§ång thêi bæ sung lùc tÊn c«ng <color=Blue1>[=damage_0]}<enter><color=White>Mçi 3 gi©y bïa chó cã hiÖu qu¶ 1 lÇn<enter>Duy tr× trong <color=Green1>[=skill_display_persist_time] <color=White>gi©y<enter>Gi·n c¸ch sö dông <color=Green1>30 <color=White>gi©y		100			:²»¶¯Ñ­»·,²»¶¯Ñ­»·		ÉÙÁÖ\027_b(²»¶¯Ã÷ÍõÖä).3e	1	-1													ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav	-1										²»¶¯Ã÷ÍõÖä.spr	ThiÕu L©m thiÒn c«ng th­îng thõa.<enter>®Şnh th©n ®èi ph­¬ng ®ång thêi g©y s¸t th­¬ng ma vËt thuéc tİnh ©m	Gold	Minh Quang Ph¸	<color=White>Lùc tÊn c«ng+ <color=Blue1>300<color=White> ®iÓm <enter>KhiÕn ®èi ph­¬ng tiªu hao néi lùc <color=Blue1>3%	Lôc Tù Ch©n Ng«n	<color=White>Lùc tÊn c«ng+ <color=Blue1>500 <color=White> ®iÓm <enter>KhiÕn ®èi ph­¬ng tiªu hao néi lùc <color=Blue1>5%	
208	BÊt §éng Minh V­¬ng Chó (chiªu 1)									ÉÙÁÖ\027_b(²»¶¯Ã÷ÍõÖä).3e	1	-1													ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav	-1																	
209	BÊt §éng Minh V­¬ng Chó (chiªu 2)									ÉÙÁÖ\027_b(²»¶¯Ã÷ÍõÖä).3e	1	-1													ÉÙÁÖ\²»¶¯Ã÷ÍõÖä.wav	-1																	
56	§¹i Lùc Kim Cang ChØ	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>ChØ phong dån dËp tÊn c«ng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>§ång thêi ®Èy lïi <color=Blue1>nhiÒu ®èi ph­¬ng trong ph¹m vi<enter><color=Gray>(Ngò hµnh Kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			´óÁ¦½ğ¸ÕÖ¸		ÉÙÁÖ\028_a(´óÁ¦½ğ¸ÕÖ¸).3e	1		ÉÙÁÖ\025_a(ÎŞÏàÉñ¹¦).3e	1	20										ÉÙÁÖ\´óÁ¦½ğ¸ÕÖ¸A.wav		ÉÙÁÖ\´óÁ¦½ğ¸ÕÖ¸A.wav	18								´óÁ¦½ğ¸ÕÖ¸.spr	ThiÕu L©m mét trong 72 tuyÖt kü.<enter>ChØ phong m¹nh tÊn c«ng trong ph¹m vi nhá	Gold	To¸i ThiÕt §o¹n Kim	<color=White>Lùc tÊn c«ng+ <color=Blue1>600 <color=White>®iÓm<enter><color=Blue1>§¸nh lïi	Ph¸ Trô To¸i Vò	<color=White>Lùc tÊn c«ng+ <color=Blue1>800<color=White> ®iÓm<enter><color=Blue1>§¸nh ng·	
