ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID																														
51	因陀罗雷印破	<color=Green3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>破魔锥从天而降,对水属性<enter>单位特别有效,攻击力 <color=Blue1>[=damage_0]<enter><color=Gray>(五行 土)<enter><color=Gray>(效果关联 内功)		100			因陀罗雷印破		少林\024_a(因陀罗雷印破).3e	1														少林\五转指C.wav											因陀罗雷印破.spr	少林进阶禅功,单体攻击对五行属<enter>水的单位效果最佳	Gold	梵音雷破	<color=White>2秒内 <color=Blue1>减速50%																																	
52	袈裟伏魔神通	<color=Green3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>内气爆发如袈裟扫出,攻击直线<enter>上所有敌人,攻击力 <color=Blue1>[=damage_0]<enter><color=White>并将敌人 <color=Blue1>击退<enter><color=White>武功使用间隔 <color=Green1>6 <color=White>秒<enter><color=Gray>(五行 无)<enter><color=Gray>(效果关联 内功)		100			袈裟伏魔神通																	少林\袈裟伏魔神通A.wav		少林\袈裟伏魔神通B.wav	36								袈裟伏魔神通.spr	少林进阶禅功,攻击身前直线敌人	Gold	袖揽乾坤	<color=White>提高攻击力 <color=Blue1>30%<enter><color=White>对周围敌人发出 <color=Blue1>200% <color=White>攻击<enter><color=White>把周围敌人 <color=Blue1>击退																																	
53	无相神功	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1个 <color=Red1>天佛珠<enter><color=White>抵消外功伤害 <color=Blue1>[=state_0]<enter><color=Blue0>[=state_1?50:50%概率回避,75:75%概率回避,100:免疫] <color=Blue1>迟缓、定身<enter><color=White>持续时间 <color=Green1>30 <color=White>秒<enter>武功使用间隔 <color=Green1>120 <color=White>秒<enter><color=Gray>(效果关联 根骨)		100			无相神功		少林\025_a(无相神功).3e	1								少林\025_c(无相神功).3e	1					少林\不动明王咒.wav		少林\无相神功B.wav	36								无相神功.spr	少林进阶禅功,将范围内敌人的防御五行<enter>属性转为无属性	Gold	无色无空	<color=White>额外多抵消外功伤害 <color=Blue1>500<enter><color=White>提高外功比例防御 <color=Blue1>5%																																	
204	无相神功(招)									少林\025_a(无相神功).3e	1								少林\025_c(无相神功).3e	1					少林\不动明王咒.wav		少林\无相神功B.wav	36																																													
54	狮子吼	<color=Green3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>用至强的内气震击周围所有敌人<enter>攻击力 <color=Blue1>[=damage_0]<enter><color=Blue0>[=state_0p]% <color=White>概率使敌人眩晕 <color=Green1>2 <color=White>秒<enter>武功使用间隔 <color=Green1>20 <color=White>秒<enter><color=Gray>(五行 无)<enter><color=Gray>(效果关联 内功)		100			狮子吼		少林\026_a(狮子吼).3e	2		少林\026_c(狮子吼).3e	0	12				少林\026_c(狮子吼).3e	0					少林\狮子吼A.wav											狮子吼.spr	少林高级禅功,攻击周围大范围敌人并<enter>带眩晕效果	Gold	威凛群魔	<color=White>眩晕 <color=Blue1>3 <color=White>秒	佛音破魔	<color=White>攻击力增加 <color=Blue1>500 <color=White>点<enter><color=White>眩晕 <color=Blue1>3 <color=White>秒																															
206	狮子吼(招1)									少林\026_a(狮子吼).3e	2		少林\026_c(狮子吼).3e	0	12				少林\026_c(狮子吼).3e	0																																																					
207	狮子吼(招2)									少林\026_a(狮子吼).3e	2		少林\026_c(狮子吼).3e	0	12				少林\026_c(狮子吼).3e	0																																																					
55	不动明王咒	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1个 <color=Red1>破魔咒<enter><color=White>施放不动明王之法咒<enter><color=White>使进入范围的敌人被法咒 <color=Blue1>定身1秒{<enter><color=White>并附带攻击力 <color=Blue1>[=damage_0]}<enter><color=White>法咒每3秒生效一次<enter>法咒持续时间 <color=Green1>[=skill_display_persist_time] <color=White>秒<enter>武功使用间隔 <color=Green1>30 <color=White>秒		100			:不动循环,不动循环		少林\027_b(不动明王咒).3e	1	-1													少林\不动明王咒.wav	-1										不动明王咒.spr	少林高级禅功,使单一敌人定身,并能对<enter>阴属性魔物造成伤害	Gold	明光破	<color=White>附加攻击力 <color=Blue1>300 <color=White>点<enter>使目标损耗内力 <color=Blue1>3%	六字真言	<color=White>附加攻击力 <color=Blue1>500 <color=White>点<enter>使目标损耗内力 <color=Blue1>5%																															
208	不动明王咒(招1)									少林\027_b(不动明王咒).3e	1	-1													少林\不动明王咒.wav	-1																																															
209	不动明王咒(招2)									少林\027_b(不动明王咒).3e	1	-1													少林\不动明王咒.wav	-1																																															
56	大力金刚指	<color=Green3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>无比强劲的指风攻击敌人<enter>命中后将产生爆炸,攻击力 <color=Blue1>[=damage_0]<enter><color=White>同时将范围内敌人 <color=Blue1>击退<enter><color=Gray>(五行 无)<enter><color=Gray>(效果关联 内功)		100			大力金刚指		少林\028_a(大力金刚指).3e	1		少林\025_a(无相神功).3e	1	20										少林\大力金刚指A.wav		少林\大力金刚指A.wav	18								大力金刚指.spr	少林72绝技之一,以无比刚劲的指风攻击<enter>小范围敌人	Gold	碎铁断金	<color=White>攻击力增加 <color=Blue1>600 <color=White>点<enter><color=Blue1>大击退	破宙碎宇	<color=White>攻击力增加 <color=Blue1>800 <color=White>点<enter><color=Blue1>击倒																															
57	洗髓经	<color=Gold> 镇派武功	<color=White>消耗杀气 <color=Red1>[=cost_momentum] <color=White>格<enter>每秒都念出<color=Gold>大般若洗髓咒<color=White>度化世人<enter>所有目标内外功比例防御削减 <color=Blue1>[=state_0]%{<color=White>，每秒再多削减 <color=Green2>[=state_7]%}{<enter><color=White>内外功点数防御减少 <color=Blue1>[=state_2] <color=White>点}{<color=White>，每秒再多减少 <color=Green2>[=state_9] <color=White>点}{<enter><color=White>移动速度降低 <color=Blue1>[=state_4]%}{<color=White>，每秒再多降低 <color=Green2>[=state_8]%}<enter><color=White>对敌方目标造成伤害 <color=Blue1>[=imme_0]%{<color=White>，每秒再多造成伤害 <color=Green2>[=state_6]%}<enter><color=White>对NPC额外攻击力 <color=Blue1>[=damage_0] <color=White>点{<color=White>，每秒再多发出攻击力 <color=Green2>[=state_5] <color=White>点}<enter><color=White>念咒过程中，自身 <color=Blue1>[=520=state_1]% <color=White>免疫所有负面状态<enter><color=White>念咒持续时间 <color=Green1>[=skill_burst_time/18] <color=White>秒<enter><color=White>洗髓效果持续时间 <color=Green1>30 <color=White>秒<enter><color=Gray>(五行 由武器决定)	<enter>§1t Ma s?ng l?p ra Thi?n T?ng<enter>Kh?ng xao ?éng tr-íc bêt c? sù v?t g× lμ Thi?n ??nh<enter>Thi?u l?m §1t Ma vi?n èn tμng 72 tuy?t kü<enter>Lêy ni?m Ph?t lμm t?n ch? tu hμnh<enter>Luy?n va lμ ?ó g?n cèt tr?ng ki?n<enter>	100			:洗髓经_动作组合1,洗髓经_动作组合2		少林\洗髓经_a1.3e	1	-1													少林\洗髓经A1.wav	-1	少林\洗髓经A2.wav									洗髓经.spr	少林72绝技之一,禅僧镇派武功,凡有戾气之敌皆<enter>受万刃洗髓之苦,且能力大降	Gold	三界往复		六道轮回																																
520	洗髓经(子)																																																																								
58	唐门暗器	<color=Purple>入门武功	<color=White>限制武器使用 <color=Blue1>暗器<enter><color=White>增加角色命中值 <color=Blue1>[=state_0] <color=White>点<enter>提高暗器射程 <color=Blue1>[=state_1]%{<enter><color=White>提高外伤回复速度 <color=Blue1>[=state_2]%}<enter><color=Blue1>流派防御修正<enter><color=Blue1>流派药效修正		100																															唐门暗器.spr	唐门入门心法,提高使用暗器的基本技巧	Gold																																			
59	暗器制作术	<color=Gray>制作技能	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1块 <color=Red1>[=cost_goods_id?131073:精铁,131074:百炼钢,524293:乌金石,131076:寒铁,131077:太白精金,131078:玄铁]<enter><color=White>制造 <color=Blue1>[=damage_0] <color=White>枚 <color=Blue1>[=skill_display_persist_time?1:精铁针,2:穿骨针,3:雷火针,4:裂刃针,5:镇魔针,6:破甲针,7:霸王针,8:冥阴针,9:断龙针]<enter><color=Gray>(效果关联 内功 身法)		100			打坐																												暗器制作术.spr	唐门基本秘技,记录制作暗器的方法	Gold																																			
60	心眼	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>命中值增加 <color=Blue1>[=state_2]<enter><color=White>攻击速度提高 <color=Blue1>[=state_0]%<enter><color=White>提高暗器攻击力 <color=Blue1>[=state_3]%<enter><color=White>增加暗器攻击力 <color=Blue1>[=state_4] <color=White>点<enter><color=White>持续时间 <color=Green1>180 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>60 <color=White>秒<enter><color=Gray>(效果关联 身法)		100			心眼		唐门\101_a(心眼).3e	1										唐门\101_b(心眼).3e	2			唐门\心眼.wav											心眼.spr	唐门基本暗器术,使用暗器更具杀伤力	Gold	灵光闪	<color=White>提高会心一击率 <color=Blue1>10%																																	
212	心眼(招)									唐门\101_a(心眼).3e	1										唐门\101_b(心眼).3e	2	其他\空手a_聚拢_金.3e		唐门\心眼.wav																																																
61	毒刺骨	<color=Blue2>主动陷阱辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1个 <color=Red1>机关<enter><color=White>设置一个持续180秒的陷阱<enter>触发后产生一片毒雾<enter>对所有触碰敌人造成每秒 <color=Blue1>[=312=state_0] <color=White>点缓毒伤害<enter>毒持续时间 <color=Green1>30 <color=White>秒<enter>陷阱埋设数量限制 <color=Blue1>[=skill_missle_num] <color=White>个<enter><color=Gray>(效果关联 身法 内功)		100			毒刺骨																	唐门\埋设.wav	6										毒刺骨.spr	唐门初级陷阱,使范围内敌人中毒	Gold																																			
62	解毒秘术	<color=Red2>主动回复辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>为 <color=Yellow>[=skill_valid_object?2:自己,6:自己或友方] <color=White>解毒 <color=Blue1>[=imme_0]%<enter><color=White>并消除 <color=Blue1>[=imme_1] <color=White>个由毒带来的负面效果<enter><color=White>武功使用间隔 <color=Green1>1 <color=White>秒		100			解毒秘术		唐门\102_b(解毒秘术).3e	6								唐门\102_c(解毒秘术).3e	1					唐门\解毒秘术.wav											解毒秘术.spr	唐门初级秘技,为单体解毒	Gold																																			
63	勾魂阱	<color=Blue2>主动陷阱辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1个 <color=Red1>机关<enter><color=White>设置一个持续180秒的陷阱<enter>使触碰的敌人 <color=Blue1>混乱 <color=Green1>[=skill_effect_persist_time] <color=White>秒{<enter><color=White>提高目标内外功比例防御 <color=Blue1>[=state_2]%}{<enter><color=White>并降低移动速度 <color=Blue1>[=state_1]%}<enter><color=White>陷阱埋设数量限制 <color=Blue1>[=skill_missle_num] <color=White>个		100			毒刺骨																	唐门\埋设.wav											勾魂阱.spr	唐门初级陷阱,使小范围敌人陷入混乱	Gold																																			
64	机关破解术	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>允许拆除 <color=Blue1>[=skill_param1?1:毒刺骨,5:毒刺骨 勾魂阱,9:毒刺骨 勾魂阱 穿心刺,13:毒刺骨 勾魂阱 穿心刺 夺魄幡,17:毒刺骨 勾魂阱 穿心刺 夺魄幡 锁命针 天罗地网,20:任何陷阱]<enter><color=White>成功后回收一个 <color=Blue1>机关		100			毒刺骨																	唐门\埋设.wav											机关破解术.spr	唐门初级秘技,可以拆除陷阱并回收陷阱道具	Gold																																			
65	追心箭	<color=Blue3>主动中级外功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1枚 <color=Red1>暗器<enter><color=White>对单一敌人连发数镖<enter>第一式攻击力 <color=Blue1>[=damage_0] <color=White>飞镖数 <color=Blue1>[=skill_missle_num] <color=White>枚<enter>第二式攻击力 <color=Blue1>[=213=damage_0]<enter><color=White>武功使用间隔 <color=Green1>1 <color=White>秒<enter><color=Gray>(五行 由武器决定)<enter><color=Gray>(效果关联 身法 力量)		100			追心箭																												追心箭.spr	唐门中级暗器术,对单体连续攻击	Gold	倒海击	<color=White>提高攻击力 <color=Blue1>50%<enter><color=Blue1>击退			213	213																													
66	秋毫明查	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>允许发现自身周围的 <color=Blue1>[=state_0?1:毒刺骨,5:毒刺骨 勾魂阱,9:毒刺骨 勾魂阱 穿心刺,13:毒刺骨 勾魂阱 穿心刺 夺魄幡,17:毒刺骨 勾魂阱 穿心刺 夺魄幡 锁命针 天罗地网,20:任何陷阱]<enter><color=White>内功可以扩大侦察范围<enter><color=White>同时提高必闪 <color=Blue1>[=state_2]%<enter><color=White>持续时间 <color=Green1>180 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>180 <color=White>秒<enter><color=Gray>(效果关联 内功)		100			秋毫明查		唐门\秋毫明查.3e	2										唐门\108_b(秋毫明查).3e	2			唐门\心眼.wav											秋毫明查.spr	唐门中级心法,可以发现敌人埋设的陷阱	Gold																																			
67	穿心刺	<color=Blue2>主动陷阱辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1个 <color=Red1>机关<enter><color=White>设置一个持续180秒的陷阱<enter>对所有触碰敌人造成每秒 <color=Blue1>[=state_0] <color=White>点猛毒伤害<enter>毒持续时间 <color=Green1>6 <color=White>秒<enter>陷阱埋设数量限制 <color=Blue1>[=skill_missle_num] <color=White>个<enter><color=Gray>(效果关联 身法 内功)		100			毒刺骨																	唐门\埋设.wav											穿心刺.spr	唐门中级陷阱,对小范围敌人施放猛毒	Gold																																			
