enum_core	string
LOC_G_UIGAME_10	Tõ khãa kªnh c«ng céng
LOC_G_UIGAME_11	BÈm b¸o
LOC_G_UIGAME_12	ThÕ giíi
LOC_G_TIME_0	D¹ b¸n
LOC_G_TIME_1	Söu
LOC_G_TIME_2	DÇn
LOC_G_TIME_3	M·o
LOC_G_TIME_4	Th×n
LOC_G_TIME_5	Tþ
LOC_G_TIME_6	Ngä
LOC_G_TIME_7	Mïi
LOC_G_TIME_8	Th©n
LOC_G_TIME_9	DËu
LOC_G_TIME_10	Hoµng h«n
LOC_G_TIME_11	Hîi
LOC_G_TIME_12	Tö
LOC_G_TIME_13	Söu
LOC_G_TIME_14	DÇn
LOC_G_TIME_15	M·o
LOC_G_TIME_16	Th×n
LOC_G_TIME_17	TÞ
LOC_G_TIME_18	Ngä
LOC_G_TIME_19	Mïi
LOC_G_TIME_20	Xin
LOC_G_TIME_21	DËu 
LOC_G_TIME_22	TuÊt
LOC_G_TIME_23	Hîi
LOC_G_NUMBER_1	mét
LOC_G_NUMBER_2	hai
LOC_G_NUMBER_3	ba
LOC_G_NUMBER_4	bèn
LOC_G_PLAYERBAR_0	%s%s giê %s kh¾c
LOC_G_PLAYERBAR_1	Th¸ng %d ngµy %d  %d:%02d
LOC_G_PLAYERBAR_2	Xin chó ý chän ng«n tõ t¸n gÉu!
LOC_G_PLAYERBAR_3	Tin tøc sÏ ®­îc chuyÓn ph¸t trong %d gi©y!
LOC_G_PLAYERBAR_4	Kh«ng thÓ tiÕp tôc sö dông Thiªn Lý TruyÒn ¢m, xin ®îi trong gi©y l¸t!
LOC_G_PLAYERBAR_5	Göi tin vµo kªnh GM! Xin chó ý thêi gian gi·n c¸ch göi tin!
LOC_G_PLAYERBAR_6	Gëi tin thÊt b¹i
LOC_G_PLAYERBAR_7	B¹n ch­a ®¹t ®Õn cÊp %d, kh«ng thÓ sö dông thiªn lý truyÒn ©m ®Ó gëi tin tøc.
LOC_G_PLAYERBAR_8	B¹n kh«ng ®ñ %d l­îng, kh«ng thÓ sö dông Thiªn Lý TruyÒn ¢m ®Ó gëi tin tøc.
LOC_G_PLAYERBAR_9	Néi lùc b¹n kh«ng ®ñ %d ®iÓm, kh«ng thÓ sö dông Thiªn Lý TruyÒn ¢m ®Ó gëi tin tøc.
LOC_G_PLAYERBAR_10	B¹n sö dông Thiªn Lý TruyÒn ¢m, tiªu hao %d l­îng.
LOC_G_PLAYERBAR_11	B¹n sö dông Thiªn Lý TruyÒn ¢m, néi lùc tiªu hao %d ®iÓm.
LOC_G_PLAYERBAR_12	D­íi cÊp 10 kh«ng thÓ nãi qu¸ 7 H¸n Tù
LOG_G_PLAYERBAR_13	ThÓ lùc kh«ng ®ñ %d, kh«ng thÓ sö dông Thiªn Lý TruyÒn ¢m
LOG_G_PLAYERBAR_14	Sö dông Thiªn Lý TruyÒn ¢m tiªu tèn %d thÓ lùc
LOC_G_CONNECTINFO_0	Tªn: %s
LOC_G_CONNECTINFO_1	Tµi kho¶n nµy ®ang ®­îc sö dông, xin nhËp vµo mËt khÈu cÊp 2!
LOC_G_FRIEND_UNITNAME	H¶o h÷u
LOC_G_BROTHER_UNITNAME	Th©n nh©n
LOC_G_ENEMY_UNITNAME	Thï
LOC_G_MATE_UNITNAME	Phèi ngÉu
LOC_G_DEFAULT_GROUPNAME	Quan hÖ
LOC_G_STRANGER	Ng­êi l¹ mÆt
LOC_G_DiceWeaveBingo_0	Hoan nghªnh kh¸ch quan ghÐ th¨m! §Æt nhiÒu tróng nhiÒu!
LOC_G_DiceWeaveBingo_1	Kh«ng tiÒn ®õng b­íc vµo!
LOC_G_DiceWeaveBingo_2	Kh¸ch quan, h·y l¾c xÝ ngÇu ®i!
LOC_G_DiceWeaveBingo_3	TiÕc qu¸! Kh¸ch quan ®· thua råi!
LOC_G_DiceWeaveBingo_4	B¹n th¾ng ®­îc mét Ýt tiÒn
LOC_G_DiceWeaveBingo_5	B¹n th¾ng ®­îc mét Ýt tiÒn
LOC_G_DiceWeaveBingo_6	B¹n th¾ng ®­îc gÊp ®«i
LOC_G_DiceWeaveBingo_7	Kh¸ch quan muèn ch¬i v¸n n÷a sao?
LOC_G_EquipRepairAlert_0	%s cña b¹n s¾p háng råi!
LOC_G_EquipRepairAlert_1	B¹n c¶m thÊy %s cña b¹n cã mét sè vÕt nøt.
LOC_G_UiGetString_0	Sè nhËp vµo qu¸ nhá!
LOC_G_UiGetString_1	Chuçi ký tù nhËp vµo qu¸ Ýt!
LOC_G_UiGetString_2	Néi dung v­ît qu¸ ®é dµi cho phÐp!
LOC_G_UiGetString_3	Kh«ng ®­îc phÐp cã kho¶ng tr¾ng!
LOC_G_ACTIVE_TIME_FORMAT	%d giê
LOC_G_KillerAllTask_0	Phô 
LOC_G_KillerAllTask_1	%d v¹n
LOC_G_KillerAllTask_2	%04d l­îng
LOC_G_KillerAllTask_3	l­îng
LOC_G_KillerAllTask_5	%d l­îng
LOC_G_KillerAllTask_6	Xin lçi, b¹n kh«ng ®ñ tiÒn!
LOC_G_KillerAllTask_7	!!
LOC_G_KillerAllTask_8	Ta biÕt råi.....
LOC_G_MSGCENTREPAD_0	HÖ thèng
LOC_G_MSGCENTREPAD_1	Më
LOC_G_MSGCENTREPAD_2	§ãng
LOC_G_SYSTEM_TASK_ROOT_NAME	NhiÖm vô ThÕ giíi
LOC_G_FINISH_TASK_ROOT_NAME	NhiÖm vô ®· hoµn thµnh.
LOC_G_CHAIN_TASK_ROOT_NAME	NhiÖm vô tuÇn hoµn
LOC_G_UiMsgSel_0	KÕt thóc ®èi tho¹i
LOC_G_UiMsgSel_1	Script (hoÆc qu¸ tr×nh xö lý script) bÞ lçi!
LOC_G_UiMsgSel_2	ViÖt Tö nãi víi b¹n:
LOC_G_MSG_RECONNECTING	§ang kÕt nèi lÇn thø <color=red>%d<color>.\%s...
LOC_G_MSG_WAIT_TO_RECONNECT	%d gi©y sau sÏ tiÕn hµnh kÕt nèi lÇn thø <color=red>%d<color>.
LOC_G_MSG_WAIT_NEXT_GROUP_RECONNECT	%d gi©y sau míi cã thÓ kÕt nèi l¹i.
LOC_G_RECONNECT_QUIT_BTN_LABEL	Tho¸t
LOC_G_RECONNECT_START_AT_ONCE	LËp tøc kÕt nèi.
LOC_G_RECONNETMSG_0	KÕt nèi thÊt b¹i.
LOC_G_RECONNETMSG_1	§ang kiÓm chøng tµi kho¶n vµ mËt khÈu!
LOC_G_RECONNETMSG_2	§ang lÊy d÷ liÖu nh©n vËt
LOC_G_RECONNETMSG_3	§ang kÕt nèi m¸y chñ...
LOC_G_RECONNETMSG_4	§ang ®¨ng nhËp vµo trß ch¬i.
LOC_G_RECONNETMSG_5	Tµi kho¶n ®· hÕt h¹n, xin kiÓm tra l¹i!
LOC_G_C_S_GOLD	 Kim 
LOC_G_C_S_WOOD	Méc
LOC_G_C_S_WATER	Thñy
LOC_G_C_S_FIRE	Háa
LOC_G_C_S_EARTH	Thæ
LOC_G_SEX_MALE	Nam
LOC_G_SEX_FEMALE	N÷
LOC_G_STALL_0	Ng«n tõ kh«ng thÝch hîp, xin h·y chØnh söa!
LOC_G_MSG_RENASCENCE	B¹n ®· bÞ träng th­¬ng!
LOC_G_MSG_BACK_TO_TOWN	Phôc sinh
LOC_G_MSG_KILL_BY_TIXIA	B¹n bÞ danh bæ tiªu diÖt, %d gi©y sau míi cã thÓ bÒ thµnh d­ìng søc!
LOC_G_SysMsgCentre_0	%s mêi b¹n nhËp ®éi
LOC_G_SysMsgCentre_1	%s xin phÐp nhËp ®éi!
LOC_G_SysMsgCentre_2	%s muèn kÕt h¶o h÷u víi b¹n!
LOC_G_SysMsgCentre_3	%s xin phÐp cïng b¹n giao dÞch!
LOC_G_SysMsgCentre_4	%s xin phÐp gia nhËp bang héi!
LOC_G_SysMsgCentre_5	%s mong muèn liªn minh víi bang héi cña b¹n!
LOC_G_SysMsgCentre_6	Phít lê
LOC_G_SysMsgCentre_7	Cã chÊp nhËn lêi ngá ý cña %s kh«ng?
LOC_G_SysMsgCentre_8	%s[CÊp:%d, cÊp thô nghiÖp:%d, kÌm ®å ®Ö:%d, nhiÒu nhÊt cã thÓ kÌm ®å ®Ö: %d] thu nhËn ng­¬i lµm ®å ®Ö, cã chËp nhËn kh«ng?
LOC_G_SysMsgCentre_9	B¹n xin phÐp %s cïng tû vâ?
LOC_G_TONG_0	Tr­ëng l·o
LOC_G_TONG_1	§éi tr­ëng
LOC_G_TONG_2	Bang chóng
LOC_G_TONG_3	Xin lùa chän chøc vÞ
LOC_G_TONG_4	Xin lùa chän chøc vÞ cô thÓ.
LOC_G_TONG_5	Chøc vÞ nµy ®· cã ng­êi ®¶m nhËn.
LOC_G_TONG_6	B¹n thËt sù muèn rêi khái bang héi kh«ng? B¹n sÏ ph¶i mÊt %d l­îng.
LOC_G_TONG_7	B¹n thËt sù muèn gi¶i t¸n Liªn minh chø?
LOC_G_TONG_8	B¹n thËt sù muèn khai trõ bang héi nµy?
LOC_G_TONG_9	B¹n thËt sù muèn rêi khái liªn minh?
LOC_G_TONG_10	Bang chñ
LOC_G_TONG_11	Xin nhËp vµo tªn Liªn minh
LOC_G_TONG_12	Tªn b¹n ®Æt h×nh nh­ kh«ng hîp lÖ!
LOC_G_TONG_13	Minh chñ: %s
LOC_G_TONG_14	Thµnh viªn: %s
LOC_G_TONG_15	  <khuyÕt>         
LOC_G_TONG_16	Nam
LOC_G_TONG_17	N÷
LOC_G_TONG_18	ChØ cã thÓ ph¸t cho thuéc h¹ trªn m¹ng.
LOC_G_TONG_19	Tr­ëng l·o :%d, §éi tr­ëng :%d, Bang chóng :%d. Tæng ng©n l­îng ph©n ph¸t: %d l­îng.
LOC_G_TONG_20	(Ng©n quü bang héi kh«ng ®ñ)
LOC_G_TONG_21	Ph¸t cho tÊt c¶ thuéc h¹.
LOC_G_TONG_22	Ng­¬i muèn rêi vÞ trÝ bang chñ?
LOC_G_TONG_23	Ng­¬i muèn khai trõ ng­êi nµy?
LOC_G_TONG_24	B¹n thËt sù muèn rêi khái bang héi?
LOC_G_EXP_UP	NhÊn phÝm F3 ®Ó më giao diÖn nh©n vËt.
LOC_G_NAME_NOT_CORRECT	Tªn kh«ng hîp lÖ!
LOC_G_STALL_ADV_NOT_CORRECT	Lêi rao cã ký tù kh«ng hîp lÖ!
LOC_G_TREMBLEITEM_0	Xin ®Æt vµo tèi thiÓu 1 Hµo Th¹ch
LOC_G_TREMBLEITEM_1	Xin ®Æt vµo vËt phÈm muèn kh¶m n¹m Hµo Th¹ch
LOC_G_TREMBLEITEM_2	ChØ cã thÓ ®Æt vµo 1 Ngò hµnh Hµo Th¹ch
LOC_G_TREMBLEITEM_3	Xin ®Æt trang bÞ vµo
LOC_G_TREMBLEITEM_4	Xin ®Æt vµo 1 Hµo Th¹ch ©m
LOC_G_TREMBLEITEM_5	Xin ®Æt vµo 1 Hµo Th¹ch d­¬ng
LOC_G_TREMBLEITEM_6	Xin ®Æt vµo 1 Hµo Th¹ch ©m hoÆc d­¬ng
LOC_G_TREMBLEITEM_7	NhÊp §ång ý ®Ó b¾t ®Çu kh¶m n¹m
LOC_G_TREMBLEITEM_8	 hoÆc 
LOC_G_TREMBLEITEM_9	VËt phÈm nµy kh«ng thÓ kh¶m n¹m
LOC_G_TREMBLEITEM_10	%s bÞ tæn h¹i khi tiÕn hµnh ph©n m¶nh.
LOC_G_TREMBLEITEM_11	ph©n m¶nh trang bÞ hoµn tÊt.
LOC_G_TREMBLEITEM_12	B¹n ®· luyÖn Linh Th¹ch thµnh c«ng.
LOC_G_STR_WAIT_TRADING	§ang chê giao dÞch
LOC_G_STR_OTHER_OK	§èi ph­¬ng ®· khãa giao dÞch
LOC_G_STR_OTHER_NOT_OK	Chê ®èi ph­¬ng ®Æt m· khãa
LOC_G_STR_OPP_DROP_ITEM	§èi ph­¬ng võa ®Æt vµo mét vËt phÈm
LOC_G_STR_OPP_DROP_SIGN_ITEM	§èi ph­¬ng ®· ®Æt xuèng 1 vËt phÈm ®­îc khãa.
LOC_G_STR_OPP_PICK_ITEM	§èi ph­¬ng võa lÊy ®i mét vËt phÈm
LOC_G_STR_OPP_EXCHANGE_ITEM	§èi ph­¬ng võa thay ®æi mét vËt phÈm
LOC_G_STR_OPP_EXCHANGE_SIGN_ITEM	§èi ph­¬ng ®· ®æi vËt phÈm ®­îc khãa. 
LOC_G_STR_OPP_CHANGE_MONEY	§èi ph­¬ng ®· thay ®æi sè ng©n l­îng, hiÖn t¹i lµ: %s
LOC_G_STR_OPP_CHANGE_LOW_YINPIAO	§èi ph­¬ng ®· thay ®æi sè Nguyªn B¶o, hiÖn t¹i lµ: %s
LOC_G_STR_OPP_CHANGE_HIGH_YINPIAO	§èi ph­¬ng ®· thay ®æi sè Nguyªn B¶o, hiÖn lµ: %s
LOC_G_STR_OPP_LOCK	§èi ph­¬ng ®· khãa giao dÞch
LOC_G_STR_MONEY_DESC	%d vµng %d b¹c %d ®ång
LOC_G_STR_PUT_MONEY	B¹n ®· ®Æt vµo %d tiÒn ®ång!
LOC_G_STR_GET_MONEY	B¹n ®· rót ra %d tiÒn ®ång!
LOC_G_STR_CANNOT_PUT_QUICKBAR	H·y mÆc trang bÞ lªn ng­êi hoÆc ®Æt vµo hµnh trang.
LOC_G_STR_STOREBOX_LOCKED	R­¬ng ®ang khãa, kh«ng thÓ tiÕn hµnh thao t¸c hiÖn t¹i! H·y më khãa vµ thö l¹i!
LOC_G_STR_BANK_CLOSE	TiÒn trang t¹m thêi ®ãng cöa %d phót, lóc kh¸c h·y quay l¹i.
LOC_G_STR_NORMAL_LOCK	Khãa b×nh th­êng
LOC_G_STR_SIGN_ITEM	Khãa vËt phÈm
LOC_G_UI_PASSWORD_NOT_MATCH	MËt khÈu kh«ng trïng khíp!
LOC_G_UI_PASSWORD_CANT_NULL	MËt khÈu kh«ng ®­îc phÐp cã kho¶ng tr¾ng!
LOC_G_UI_BOX_WITHOUT	B¹n kh«ng cßn r­¬ng dù tr÷ kh¸c.
LOC_G_UI_NPC_TRADE_SHIFT	NhÊn phÝm Shift kÌm chuét ph¶i ®Ó b¸n vËt phÈm.
LOC_G_UI_NPC_TRADE_SHIFT_BIND	VËt phÈm ®· khãa cÇn ph¶i nhÊn vµo nót B¸n míi cã thÓ b¸n ®i.
LOC_G_UI_PASSWORD_INVALID	§é dµi mËt khÈu ph¶i tõ 3 ®Õn 8 ký tù
LOC_G_UI_KILLER_NO_TASK	HiÖn t¹i ch­a cã nhiÖm vô truy s¸t nµo!
LOC_G_UI_KILLER_NO_CANCEL	Xin tu©n thñ ®¹o ®øc nghÒ nghiÖp cña s¸t thñ.
LOC_G_UI_DONT_SHOW_TITLE	< MÆc ®Þnh >
LOC_G_UI_SHOW_MOOD_PHRASE	<HiÓn thÞ biÖt hiÖu>
LOC_G_UI_BOTH_WOUND	Ngo¹i th­¬ng %d; Néi th­¬ng %d
LOC_G_UI_INNER_WOUND	Néi th­¬ng  %d
LOC_G_UI_OUTER_WOUND	Ngo¹i th­¬ng %d
LOC_G_UI_NORMAL_TIME_TIP	B¹n ®ang ë giai ®o¹n lµnh m¹nh.\n
LOC_G_UI_TIRED_TIME_TIP	B¹n ®ang ë giai ®o¹n mÖt mái, h·y chó ý nghØ ng¬i\n
LOC_G_UI_FORBID_TIME_TIP	B¹n ®ang ë giai ®o¹n kh«ng lµnh m¹nh, h·y nhanh chãng rêi m¹ng nghØ ng¬i\n
LOC_G_UI_ANTI_ENTHRALLMENT	§· Online: %d giê %d phót\n Rêi m¹ng: %d giê %d phót
LOC_G_UI_STALL_TITLE	Cöa hiÖu %s
LOC_G_UI_ERROR_POS	Täa ®é kh«ng n»m trong khu vùc nµy!
LOC_G_UI_ADD_PRACTICE	NhËp trÞ sè
LOC_G_UI_NET_RELAY	M¹ng bÞ chËm trÔ %d ms (cµng nhá cµng tèt)
LOC_G_UI_HOUR	h 
LOC_G_UI_MINITUE	 phót 
LOC_G_UI_STORE_NAME	Tªn
LOC_G_UI_STORE_OWNER	Ng­êi b¸n
LOC_G_UI_STORE_CURPAGE	Trang hiÖn t¹i
LOC_G_UI_STORE_INPUT_STORE_NAME_TITLE	LËp cöa hiÖu
LOC_G_UI_STORE_BRIEF_NOT_CORRECT	Qu¶ng c¸o cöa hiÖu chøa ký tù kh«ng hîp lÖ!
LOC_G_UI_STORE_BRIEF_NOT_ALLOW_EMPTY	Qu¶ng c¸o cöa hiÖu kh«ng ®­îc chøa kho¶ng tr¾ng!
LOC_G_UI_STORE_CONFIRM_REMOVE_ORDER_TITLE	Qu¶n lý
LOC_G_UI_STORE_CONFIRM_REMOVE_ORDER_INFO	B¹n thËt sù muèn hñy bá ®Æt?
LOC_G_UI_STORE_CONFIRM_BUY_BOX_TITLE	t¨ng quÇy
LOC_G_UI_STORE_CONFIRM_BUY_BOX_INFO	B¹n thËt sù muèn dïng %d ®Ó mua r­¬ng më réng thø %d? 
LOC_G_UI_STORE_CONFIRM_CREATE_SHOP_TITLE	LËp cöa hiÖu
LOC_G_UI_STORE_CONFIRM_CREATE_SHOP_INFO	B¹n thËt sù muèn më cöa hiÖu: %s?
LOC_G_UI_STORE_SELF_ORDER_NOT_EMPTY	Xin h·y bá vËt phÈm ®Æt mua tr­íc.
LOC_G_UI_STORE_SELF_ITEM_NOT_FIND	VËt phÈm b¹n nhËp vµo kh«ng tån t¹i.
LOC_G_UI_STORE_SELF_ITEM_NOT_SUPPORT	Xin lçi, b¹n kh«ng thÓ mua vËt phÈm.
LOC_G_UI_STORE_OTHER_SELL_NOT_ENOUGH_ITEM	B¹n kh«ng cã ®ñ vËt phÈm
LOC_G_UI_STORE_SELF_RENT_FMT	%s/ ngµy
LOC_G_UI_STORE_SELF_TAX_FMT	%.2f%%
LOC_G_UI_STORE_BUY_UNSALEABLE_ITEM	VËt phÈm nµy kh«ng ®­îc b¸n!
LOC_G_UI_STORE_BUY_UNBUYABLE_ITEM	VËt phÈm nµy kh«ng thÓ mua ®­îc!
LOC_G_UI_COMMON_CONFIRM_INVALID_WORD	Ký tù b¹n võa nhËp vµo kh«ng hîp lÖ!
LOC_G_UI_DEPOSE_PUTIN_BAGUA_SUIT	H·y bá vµo trang bÞ B¸t qu¸i!
LOC_G_UI_DEPOSE_PUTIN_BAGUA_ERR	ChØ cã thÓ bá vµo trang bÞ B¸t qu¸i vµ tiÕn hµnh thao t¸c!
LOC_G_UI_DEPOSE_PUTIN_BAGUA_ERR2	Trang bÞ b¸t qu¸i kh«ng thÓ c­êng hãa c¶ bé.
LOC_G_UI_DEPOSE_PUTIN_ADDON	H·y bá vµo vËt phÈm thªm vµo
LOC_G_UI_DEPOSE_LOSS_TITLE	C¨n cø gi¸ trÞ l­îng b¹n vËt phÈm b¹n bá vµo hiÖn t¹i, nÕu tiÕn hµnh thao t¸c ph©n m¶nh:
LOC_G_UI_DEPOSE_LOSS_ODD	X¸c suÊt lµm mÊt %d mãn tang bÞ lµ %d%%
LOC_G_UI_DEPOSE_NOT_ENOUGH	§Çu t­ cã gi¸ trÞ l­îng kh«ng ®ñ 10000 ®iÓm, phô mËt tÞch: %s.
LOC_G_UI_DEPOSE_FINISH	Thao t¸c ph©n m¶nh trang bÞ cña b¹n ®· hoµn tÊt, h·y kiÓm tra l¹i trong hµnh trang.
LOC_G_UI_DEPOSING	Ph©n m¶nh trang bÞ
LOC_G_UI_DEPOSE_PRICE	Chi phÝ ph©n m¶nh trang bÞ: %d\n
LOC_G_UI_CURBOOK	Trang bÞ hiÖn t¹i chñ mËt tÞch: %s, phô mËt tÞch: %s.
LOC_G_UI_SRD_FREQUENCY_ONCE_A_WEEK	Mçi tuÇn mét lÇn
LOC_G_UI_SRD_FREQUENCY_ONCE_A_DAY	Mçi ngµy mét lÇn
LOC_G_UI_SRD_FREQUENCY_BEFORE_LOGIN	Tr­íc mçi lÇn ®¨ng nhËp
LOC_G_UI_SRD_FREQUENCY_MANUAL	Thao t¸c thñ c«ng
LOC_G_UI_SRD_MUTEX	Thùc tÕ cã 1 safe module ®ang ch¹y.
LOC_G_UI_SRD_UPDATING	Safe module ®ang cËp nhËt....
LOC_G_UI_SRD_UPDATE_CANCELING	Safe module ®ang hñy bá cËp nhËt....
LOC_G_UI_SRD_UPDATE_OVER	Safe module cËp nhËt hoµn tÊt
LOC_G_UI_SRD_UPDATE_SUCCEEDED	Safe module cËp nhËt thµnh c«ng
LOC_G_UI_SRD_UPDATE_FAILED	Safe module cËp nhËt thÊt b¹i 
LOC_G_UI_SRD_UPDATE_FAILED_NO_EXE	Safe module cËp nhËt thÊt b¹i: t×m kh«ng thÊy code míi.
LOC_G_UI_SRD_DETECT_FAILED_NO_DLL	Safe module cËp nhËt thÊt b¹i: t×m kh«ng thÊy mode kiÓm tra.
LOC_K_SERVER_NAME_PRIFIX	Vâ L©m 2
LOC_K_AUTO_UPDATE_EXE	jxonline2.exe
LOC_K_UIGAME_0	Tõ khãa (phÝm c¸ch)
LOC_K_SHOT_FOLDER	\\ScreenShot\\
LOC_K_CHANNEL_TEAM	Tæ
LOC_K_CHANNEL_NEARBY	CËn
LOC_K_SYSTEM_MSG_SENDER_NAME	Chó ý
LOC_U_ERR_CODE_0	Lçi ch­a x¸c ®Þnh (Lçi sè: %d)
LOC_G_SKILLSTATE_LEFTTIME_1	%s\n cßn: %d gi©y
LOC_G_SKILLSTATE_LEFTTIME_2	%s\n cßn: N/A gi©y
LOC_G_DATE_TIME	th¸ng %d ngµy %d %d giê %d phót
LOC_G_BOX_UNLOCK_LAPSE_END	Xin phÐp më khãa thÊt b¹i.
LOC_G_COMPOSE_LINGSHI_END	Hîp thµnh Linh Th¹ch hoµn tÊt.
LOC_G_THIS_PLACE_CANT_OL	B¹n kh«ng thÓ tiÕn hµnh thao t¸c ñy th¸c rêi m¹ng t¹i ®©y.
LOC_G_BROKEN_ITEM_NO_USE	VËt phÈm ®· bÞ tæn h¹i hoµn toµn, kh«ng thÓ sö dông.
LOC_G_ANTI_PLUG_ANNOUNCE	%s do ®­îc ph¸n ®Þnh lµ sö dông autoplay mµ cã, hiÖn ®ang bÞ khãa l¹i.!
LOC_G_SAY_TOO_FAST	Kh«ng thÓ ph¸t tin liªn tôc! Xin ®îi gi©y l¸t!
LOC_G_K_MESSAGE_SYSTEM_HEAD	HÖ thèng
LOC_G_REPORT_MESSAGE	%s c¸o buéc b¹n sö dông autoplay.!
LOC_REFUND_SCROLL	Sö dông håi tr×nh phï thÊt b¹i, ®· tr¶ håi tr×nh phï l¹i cho b¹n.
LOC_G_FACTIONLEVEL	%s \ncÊp %d
LOC_G_ROLE_STATE_LEFT_TIME1	%s\nCßn l¹i: %d giê %d phót %d gi©y
LOC_G_ROLE_STATE_LEFT_TIME2	%s\n cßn: N/A gi©y
LOC_G_ROLE_STATE_LEFT_TIME3	%s\nCßn l¹i: %d phót %d gi©y
LOC_G_ROLE_STATE_LEFT_TIME4	%s\n cßn: %d gi©y
LOC_G_LOST_REPUTATION	§iÓm danh väng cña b¹n lµ trong %d ngµy suy gi¶m %d
LOC_G_LOST_FACTION_REPUTATION	§é cèng hiÕn s­ m«n cña b¹n trong %d ngµy suy gi¶m %d
LOC_G_IB_CLOSE_SHOP	Ngù C¸c hiÖn ®ang ®ãng cöa, thêi gian ®ãng cöa lµ 23:30 ®Òn 2:00
LOC_G_CITYWAR_CESS	ThuÕ mua b¸n thµnh thÞ hiÖn t¹i lµ %.1f%%, ThuÕ bµy b¸n lµ %.1f%%
LOC_G_WANT2TAKEONAMASTERROLELIST	Danh s¸ch ng­êi ch¬i chuÈn bÞ b¸i s­
LOC_G_NOT_GET_FINAL_FUND_ROLE	Danh s¸ch ng­êi ch¬i ch­a nhËn ®­îc bæng léc.
LOC_G_INVITE_PRENTICE	%.32s muèn nhËn b¹n lµm ®å ®Ö.
LOC_G_CHANGE_2_TRUE_P	%s trë thµnh ®Ö tö chÝnh thøc.
LOC_G_CHANGE_2_TEMP_P	%s trë thµh ®Ö tö t¹m thêi.
LOC_G_PRENTICE_BETRAY	%s ph¶n béi s­ m«n!
LOC_G_KICKOUT_PRENTICE	%s bÞ trôc xuÊt khái s­ m«n!
LOC_G_PRENTICE_GRADUATE	%s xuÊt s­ thµnh c«ng.
LOC_G_MASTER_CREATE_TASK	%s ®­a ra nhiÖm vô S­ ®å.
LOC_G_COMPLETE_TASK	%s hoµn thµnh nhiÖm vô s­ ®å lÇn nµy.
LOC_G_MASTER_CHANGE_WORDS	%s thay ®æi gi¸o huÊn!
LOC_G_CANNOT_CHANGE_WORDS	ChØ cã s­ phô míi cã thÓ thay ®æi gi¸o huÊn!
LOC_G_ALREADY_GET_FINAL	B¹n ®· nhËn hoa hång råi!
LOC_G_TIME_NOT_REACH	Sau %d ngµy %d giê %d phót cã thÓ nhËn hoa hång!
LOC_G_MP_LESS_LEVEL	§¼ng cÊp %s kh¸ cao, kh«ng thÓ nhËn lµm ®å ®Ö
LOC_G_MP_PRENTICE_FULL	Kh«ng thÓ nhËn thªm ®å ®Ö
LOC_G_MP_ALRADY_RELATION	%s ®· cã mèi s­ ®å víi b¹n, kh«ng thÓ nhËn lµm ®å ®Ö n÷a.
LOC_G_MP_ALRADY_RELATION1	%s ®· lµ ®Ö tö cña b¹n kh«ng thÓ nhËn lµm ®å ®Ö.
LOC_G_MP_ALRADY_RELATION2	%s ®· cã quan hÖ s­ ®å, kh«ng thÓ nhËn lµm ®å ®Ö.
LOC_G_MP_MASTER_NOT_GET_TASK	ChØ cã thÓ nhËn nhiÖm vô s­ ®å s­ phô mµ s­ phô giao.
LOC_G_MP_SUCESS_SEND_INVITE	B¹n ®· göi th«ng tin thu nhËn %s lµm ®å ®Ö.
LOC_G_MP_REFUSE_INVITE	%s tõ chèi lµm m«n h¹ cña b¹n.
LOC_G_LEVEL_NOT_ENOUGH_GATHER	Kh«ng ®ñ cÊp 10, kh«ng thÓ tiÕn hµnh thu thËp.
LOC_G_MASTER_CREATE_TASK1	H·y vµo trang ®å ®Ö, nhÊp vµo "nhËn nhiÖm vô" ®Ó nhËn nhiÖm vô s­ ®å.
LOC_G_MASTER_CREATE_TASK2	Ban bè nhiÖm vô s­ ®å thanh c«ng.
LOG_G_FORBID_EQUIP_SOLT_STATE	HiÖn t¹i kh«ng thÓ thay ®æi trang bÞ.
LOC_G_AUTOMOVE_START	§i: 
LOC_G_AUTOMOVE_END	§Õn: 
LOC_G_AUTOMOVE_CANCEL	Tù t×m ®­êng bÞ dõng l¹i.
LOC_G_AUTOMOVE_FAIL_STATUS	Tr¹ng th¸i hiÖn t¹i kh«ng thÓ b¾t ®Çu tù t×m ®­êng.
LOC_CHANGE_PHRASE	H«m nay ng­¬i ®· thay ®æi %d lÇn ng«n ng÷ t©m t×nh, mçi lÇn chØ thay ®æi %d lÇn.
LOC_MORE_THAN_MAX_CHANGE_PHRASE_CHANCE	H«m nay ng­¬i ®· thay ®æi %d lÇn ng«n ng÷ t©m t×nh, kh«ng thÓ thay ®æi ®­îc n÷a.
LOC_DEATH_PUNISH_DROP_EXPERIENCE	Tö vong mÊt kinh nghiÖm
LOC_DEATH_PUNISH_DROP_MONEY	Tö vong mÊt ng©n l­îng
LOC_IDENTIFY_ITEM	®Þnh gi¸ vËt phÈm
LOC_PRE_PAY	Ng©n l­îng tr¶ tr­íc
LOC_COMMON_REPAIR	Söa th­êng
LOC_SUIT_NO_DAMAGE_REPAIR	Söa bé trang bÞ kh«ng h­ h¹i
LOC_NONSUIT_NO_DAMAGE_REPAIR	Söa trang bÞ kh«ng h­ h¹i
LOC_ENHANCE_REPAIR	T¨ng cÊp
LOC_AUTODROP_ITEM	VËt phÈm tù ®éng næ
LOC_RIDE_HORSE	Lªn ngùa
